,gene_symbols,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,gene_ids
SYTL2,SYTL2,74855,True,0.13483792259583263,1.0969876702622585,2.8555348,6,False,ENSG00000137501
LRRC32,LRRC32,21760,True,0.03860404522918983,1.359543246320124,4.5963235,7,False,ENSG00000137507
SORL1,SORL1,97430,True,0.15172033131918713,1.0427635930146555,2.2138586,6,False,ENSG00000137642
MMP7,MMP7,24808,True,0.04097799975977708,1.3706598762582634,8.259078,11,False,ENSG00000137673
C11orf70,C11orf70,37377,True,0.05567585719456626,1.17507630725109,5.745057,6,False,ENSG00000137691
FXYD6,FXYD6,38281,True,0.05163060439133161,1.1104405832231994,2.6511977,5,False,ENSG00000137726
MMP13,MMP13,8649,True,0.014491889033788688,1.0060795052912164,4.2753816,5,False,ENSG00000137745
THBS1,THBS1,119682,True,0.3064670248656351,1.5088978902488717,6.9958096,14,True,ENSG00000137801
NUSAP1,NUSAP1,17761,True,0.030806523363572362,1.193821559467409,4.472562,6,False,ENSG00000137804
GCHFR,GCHFR,227846,True,0.5901296898137193,1.1195659908690658,2.3920226,8,False,ENSG00000137880
IFI44L,IFI44L,46777,True,0.06678665593388812,1.110909877255614,3.7720022,6,False,ENSG00000137959
ARHGAP29,ARHGAP29,79788,True,0.10840558333544918,1.128574068173817,2.5965133,5,False,ENSG00000137962
CLCA2,CLCA2,46059,True,0.10153474330893893,1.140379819530521,3.6123335,7,False,ENSG00000137975
CYP1B1,CYP1B1,51511,True,0.10367120438535736,1.2698637899120129,5.951996,11,False,ENSG00000138061
EMILIN1,EMILIN1,14058,True,0.022395581061043168,1.2163553132324776,2.4993675,6,False,ENSG00000138080
CH25H,CH25H,62282,True,0.13714390733073362,1.3111087346964116,6.480709,11,False,ENSG00000138135
DUSP5,DUSP5,76773,True,0.15745928135540346,1.1097821978838442,3.9852316,10,False,ENSG00000138166
KIF20B,KIF20B,37021,True,0.048729540841217826,1.088920285168935,2.6099799,5,False,ENSG00000138182
ENTPD1,ENTPD1,40053,True,0.05976477570193261,1.144095247665801,3.0000658,7,False,ENSG00000138185
RBP4,RBP4,45102,True,0.10468812379308783,1.332597140038753,5.457915,9,False,ENSG00000138207
STAT4,STAT4,19627,True,0.04260420924296472,1.3418296636523317,4.1218057,10,False,ENSG00000138378
SLC40A1,SLC40A1,68597,True,0.09495707596550305,1.0591520910791512,2.0513484,5,False,ENSG00000138449
MNS1,MNS1,36285,True,0.054334229263231774,1.192666602685053,5.7287335,8,False,ENSG00000138587
RASGEF1B,RASGEF1B,105898,True,0.18013046960350618,1.0676659248095615,2.4521885,6,False,ENSG00000138670
IL21,IL21,82,True,0.00012822562127198648,1.103670139891949,1.8457415,5,False,ENSG00000138684
MMRN1,MMRN1,11526,True,0.025066956215466424,1.6565443020019242,8.17776,11,False,ENSG00000138722
CXCL9,CXCL9,3625,True,0.006869873623777789,1.988154933844989,11.067902,14,True,ENSG00000138755
CNOT6L,CNOT6L,92563,True,0.13335764490284183,1.0614508423298423,2.0673923,6,False,ENSG00000138767
ANXA3,ANXA3,87829,True,0.14475336975720943,1.1445510287781406,3.8797433,8,False,ENSG00000138772
LEF1,LEF1,12066,True,0.017228881403051902,1.256687151786134,2.7402275,6,False,ENSG00000138795
SLC39A8,SLC39A8,96439,True,0.18723454042416882,1.1780407158002801,4.1475163,10,False,ENSG00000138821
KIF21A,KIF21A,130690,True,0.2518940771310782,1.0060238900365046,1.4900923,5,False,ENSG00000139116
KLRG1,KLRG1,17041,True,0.03785851340089481,1.3703792115243085,3.6491363,9,False,ENSG00000139187
CD27,CD27,11180,True,0.024156100121381825,1.547579389557294,5.715187,10,False,ENSG00000139193
GLIPR1,GLIPR1,112819,True,0.20629271102399266,1.14975235089036,4.496824,7,False,ENSG00000139278
PHLDA1,PHLDA1,120396,True,0.27605891768180524,1.213224384877163,5.779226,11,False,ENSG00000139289
DUSP6,DUSP6,147192,True,0.26177830902887944,1.1174252300244523,3.6036406,9,False,ENSG00000139318
LUM,LUM,23424,True,0.07386023542650007,2.3711420438444337,15.800829,13,False,ENSG00000139329
ASCL1,ASCL1,477,True,0.001235911669634802,1.4256129040324697,8.794991,7,False,ENSG00000139352
CCDC65,CCDC65,26266,True,0.0375459082730877,1.168583156026877,4.340321,5,False,ENSG00000139537
ITGB7,ITGB7,24826,True,0.04440922634172057,1.1528583721866088,2.2941418,9,False,ENSG00000139626
GALNT6,GALNT6,48425,True,0.06089643936771897,1.0296061586122784,2.1552649,6,False,ENSG00000139629
LPAR6,LPAR6,81864,True,0.12606903552882437,1.1118067506961729,2.9748697,7,False,ENSG00000139679
VPS37B,VPS37B,125262,True,0.2139318080134877,0.9881649379759211,1.3641579,5,False,ENSG00000139722
RHOF,RHOF,46306,True,0.07303435329221063,1.138098033038173,2.6954956,5,False,ENSG00000139725
GPR65,GPR65,72209,True,0.12701630393598246,1.2647670063173122,3.988104,9,False,ENSG00000140030
AK7,AK7,26433,True,0.0347314360904185,1.0549338876469119,3.4195426,4,False,ENSG00000140057
FBLN5,FBLN5,39618,True,0.05372132601588257,1.1321562861270051,2.6819987,5,False,ENSG00000140092
WARS,WARS,135824,True,0.20472878196722735,0.9843302837160034,2.1411955,5,False,ENSG00000140105
DUOXA2,DUOXA2,13971,True,0.0510173084671573,1.0676366675258435,3.6370175,6,False,ENSG00000140274
FGF7,FGF7,31674,True,0.05057666829732975,1.2180953415524856,3.223792,10,False,ENSG00000140285
HDC,HDC,5096,True,0.013717891477878372,1.6023608414044515,4.6838317,11,False,ENSG00000140287
PSTPIP1,PSTPIP1,26264,True,0.04302452167466662,1.2646428230941187,3.358854,7,False,ENSG00000140368
BCL2A1,BCL2A1,122510,True,0.3147918290992039,1.3634434481384488,5.032203,10,False,ENSG00000140379
DNAJA4,DNAJA4,87014,True,0.14075594256501692,1.039751374206549,2.83479,9,False,ENSG00000140403
TPM1,TPM1,169046,True,0.27768921071978886,1.0976521946085673,2.7919319,7,False,ENSG00000140416
CYP1A1,CYP1A1,1215,True,0.003204796567736879,1.0677162985687974,2.4781184,5,False,ENSG00000140465
RHCG,RHCG,1784,True,0.0037328429153311864,1.3092075239795569,5.479062,4,False,ENSG00000140519
MCTP2,MCTP2,50669,True,0.06904078969133298,1.0734685054193893,1.4855028,5,False,ENSG00000140563
ITGAX,ITGAX,66663,True,0.12095936290102319,1.2018488874354554,3.2203262,8,False,ENSG00000140678
TGFB1I1,TGFB1I1,39687,True,0.050893757327854686,1.1264774545478826,2.043914,6,False,ENSG00000140682
IGSF6,IGSF6,100166,True,0.24025837355948493,1.3389556249799959,5.011059,10,False,ENSG00000140749
CMTM3,CMTM3,68725,True,0.10692986807636583,1.1167867603534938,2.8994143,5,False,ENSG00000140931
CDH11,CDH11,20464,True,0.025919129374731675,1.1013337374563366,2.3397043,6,False,ENSG00000140937
CDH13,CDH13,18695,True,0.024904303416138314,1.1511149081677314,2.542025,7,False,ENSG00000140945
IRF8,IRF8,69825,True,0.12361534503087236,1.1654588088523177,2.8489408,5,False,ENSG00000140968
SKAP1,SKAP1,35576,True,0.05779186157269912,1.3232654097709318,4.928014,10,False,ENSG00000141293
LRRC46,LRRC46,34202,True,0.05533353831513404,1.3066841672278442,7.313916,10,False,ENSG00000141294
ABCA8,ABCA8,14759,True,0.02176418448727971,1.1812686037090487,2.7486978,6,False,ENSG00000141338
ADCYAP1,ADCYAP1,562,True,0.0025219893063024813,1.7812382783485294,5.053787,12,False,ENSG00000141433
SLC14A1,SLC14A1,5757,True,0.008220686689884283,1.288293005398446,3.1886587,5,False,ENSG00000141469
PIK3R5,PIK3R5,38400,True,0.05105377126425225,1.1136934258643,1.767449,6,False,ENSG00000141506
PMAIP1,PMAIP1,101751,True,0.24139734326306153,1.1274895165429786,2.9709373,10,False,ENSG00000141682
PNMT,PNMT,7288,True,0.010530908152943651,1.2390330396561817,2.4518223,6,False,ENSG00000141744
IGFBP4,IGFBP4,133528,True,0.26057099570471115,1.2794303126032633,4.044219,8,False,ENSG00000141753
PLPP2,PLPP2,123751,True,0.2695727196110924,1.0391060727839814,2.0210772,7,False,ENSG00000141934
IFITM3,IFITM3,379580,True,1.144113306338372,1.0097649539573772,2.0942426,7,False,ENSG00000142089
COL6A1,COL6A1,34878,True,0.06269657439378287,1.4410421670397695,6.9429817,12,False,ENSG00000142156
COL6A2,COL6A2,32606,True,0.07575104328296176,1.7649870092517734,10.098128,12,False,ENSG00000142173
IL19,IL19,10353,True,0.0232813799267511,1.3151922250895922,5.5779047,7,False,ENSG00000142224
EMP3,EMP3,264192,True,0.7582510032828355,1.1054796826325632,5.627249,7,False,ENSG00000142227
MYO1F,MYO1F,84879,True,0.1422644330025921,1.1575739028976062,3.2541242,8,False,ENSG00000142347
SIGLEC10,SIGLEC10,20533,True,0.04005100626489132,1.2456606742058753,3.4980702,7,False,ENSG00000142512
FHAD1,FHAD1,40916,True,0.05885170827279316,1.115801776648407,5.7281127,7,False,ENSG00000142621
FCN3,FCN3,35026,True,0.09508466083187686,1.8855670406260014,9.321778,8,False,ENSG00000142748
HSPG2,HSPG2,72815,True,0.09879585983734891,1.120140397841171,2.7868063,6,False,ENSG00000142798
CYR61,CYR61,111808,True,0.2586922940591683,1.5221902637667057,8.350932,12,False,ENSG00000142871
TINAGL1,TINAGL1,55482,True,0.09066121125511169,1.2352667661229169,4.320272,11,False,ENSG00000142910
CYP4B1,CYP4B1,169144,True,0.3753337399385894,1.2494998659296874,4.610388,9,False,ENSG00000142973
C1orf162,C1orf162,146583,True,0.43172496678257516,1.254684410122014,3.738032,8,False,ENSG00000143110
CD53,CD53,154200,True,0.39470413763291684,1.1691051744979362,4.3725715,5,False,ENSG00000143119
ITGA10,ITGA10,18442,True,0.02490817825051608,1.1676578495031702,2.3063924,5,False,ENSG00000143127
XCL1,XCL1,11365,True,0.03562005239331343,1.907722869579054,8.625079,11,False,ENSG00000143184
XCL2,XCL2,14362,True,0.04955714831712401,1.8959171542885163,8.0738535,12,False,ENSG00000143185
DPT,DPT,9959,True,0.017064923193063773,1.6125696422951343,4.3481383,12,False,ENSG00000143196
FCGR2A,FCGR2A,106932,True,0.24353735858971817,1.2077634660185053,3.4689376,8,False,ENSG00000143226
RGS5,RGS5,15880,True,0.02810552728956855,1.601914748858046,5.952733,10,False,ENSG00000143248
FCRL5,FCRL5,1610,True,0.003232067520610188,1.5979892865465348,3.654908,9,False,ENSG00000143297
CRABP2,CRABP2,20547,True,0.028460129886903173,1.1186725074445654,2.906347,5,False,ENSG00000143320
RGS16,RGS16,45466,True,0.08195841396426726,1.36098698416295,5.1986656,12,False,ENSG00000143333
ECM1,ECM1,20105,True,0.02874713367249025,1.2068320533764558,4.3171053,6,False,ENSG00000143369
CTSK,CTSK,20418,True,0.030542122557282777,1.182642712157725,2.7496917,5,False,ENSG00000143387
SELENBP1,SELENBP1,164454,True,0.3140797816380208,1.0874058340382275,2.768474,7,False,ENSG00000143416
C1orf56,C1orf56,69959,True,0.12206719524784135,1.1115633574630144,3.1975672,8,False,ENSG00000143443
CRNN,CRNN,491,True,0.0016630385979553286,1.369853894093178,6.3315024,6,False,ENSG00000143536
S100A8,S100A8,165150,True,0.7577170100443382,2.3050729351987096,15.980448,14,True,ENSG00000143546
S100A7,S100A7,1840,True,0.007778552025641907,1.494193903669082,13.299216,8,False,ENSG00000143556
PTPN7,PTPN7,30453,True,0.07384898061635616,1.4027340019165808,6.0375395,12,False,ENSG00000143851
NPHP1,NPHP1,41974,True,0.055606868382147866,1.0378599701777818,3.616972,5,False,ENSG00000144061
MALL,MALL,98442,True,0.18359868223929235,1.154923434509262,3.5478761,9,False,ENSG00000144063
AFF3,AFF3,22853,True,0.028278224904909777,1.2317658612032787,2.2379677,7,False,ENSG00000144218
SPAG16,SPAG16,93115,True,0.13239478421136772,1.0305398325664037,1.9847783,5,False,ENSG00000144451
ACKR3,ACKR3,38874,True,0.04877369027722336,0.9900684883576193,1.9475826,5,False,ENSG00000144476
NFKBIZ,NFKBIZ,197741,True,0.3753455604528471,1.0013340939478026,1.990251,5,False,ENSG00000144802
COL8A1,COL8A1,24660,True,0.03139347033374575,1.1585595481891855,2.3009589,7,False,ENSG00000144810
PHLDB2,PHLDB2,28302,True,0.036090726608286584,1.0933463621115689,2.022199,5,False,ENSG00000144824
PLA1A,PLA1A,20263,True,0.02576982461964889,1.1176919610674487,2.2337794,6,False,ENSG00000144837
CCDC39,CCDC39,27839,True,0.04000179976054247,1.2024349985258562,5.3421836,7,False,ENSG00000145075
SLIT2,SLIT2,19703,True,0.02241588140922001,1.1672099362722161,1.8840251,5,False,ENSG00000145147
PLAC8,PLAC8,161231,True,0.37538121584056416,1.2133428280378382,5.0133014,10,False,ENSG00000145287
MARCH1,MARCH1,59479,True,0.08057652533971395,1.1168228169096468,2.3255463,6,False,ENSG00000145416
SFRP2,SFRP2,17089,True,0.042168046509018606,2.061012803725656,11.624566,12,False,ENSG00000145423
ROPN1L,ROPN1L,38378,True,0.07715234304573268,1.503318901643781,12.838208,13,False,ENSG00000145491
PLK2,PLK2,79606,True,0.12251856506689143,1.0858354671468857,2.8019443,7,False,ENSG00000145632
GZMA,GZMA,42893,True,0.14751927560923228,1.8772512525082627,13.497093,14,True,ENSG00000145649
PIK3R1,PIK3R1,127218,True,0.208023525982958,1.1091402037026112,3.466465,11,False,ENSG00000145675
IQGAP2,IQGAP2,102878,True,0.16127929813776082,1.0020464431210858,1.8753502,5,False,ENSG00000145703
CXCL14,CXCL14,32111,True,0.0823502358322188,1.6891621097720722,9.861603,13,False,ENSG00000145824
SPINK7,SPINK7,654,True,0.0022859036457814792,1.4622819586185627,5.463469,5,False,ENSG00000145879
KCNMB1,KCNMB1,13942,True,0.019590245617127456,1.1738934361224413,2.0318058,5,False,ENSG00000145936
GFOD1,GFOD1,43281,True,0.06092453094762619,1.0807351244270913,1.9764937,7,False,ENSG00000145990
PLA2G7,PLA2G7,19420,True,0.05445708654767335,1.3200899612602046,4.0913634,10,False,ENSG00000146070
PPP1R18,PPP1R18,107751,True,0.17462915079013025,1.0750269996335284,2.9972181,5,False,ENSG00000146112
SCML4,SCML4,10442,True,0.01804844736203732,1.4690472680959072,4.6485643,12,False,ENSG00000146285
CREB5,CREB5,42963,True,0.06327572146918986,1.0662176594142934,2.4816601,7,False,ENSG00000146592
IGFBP3,IGFBP3,77910,True,0.20056023295060385,1.5901184196107263,10.028572,12,False,ENSG00000146674
TMEM47,TMEM47,26922,True,0.03170033691561287,1.1001886348750907,1.9370555,6,False,ENSG00000147027
CXorf36,CXorf36,11085,True,0.016558784557866378,1.237264922990663,3.1772494,8,False,ENSG00000147113
IL2RG,IL2RG,87684,True,0.17538789192938514,1.2268997399606671,5.716532,9,False,ENSG00000147168
GPC3,GPC3,22491,True,0.03601910692906026,1.3333145223303293,5.026542,11,False,ENSG00000147257
CETN2,CETN2,133977,True,0.2323637082736201,1.1525474585147701,4.980532,10,False,ENSG00000147400
DOK2,DOK2,107606,True,0.21501202170596298,1.1808901829966876,3.2257307,5,False,ENSG00000147443
SLC25A37,SLC25A37,134701,True,0.20904169687933147,1.0307344640821052,2.063205,8,False,ENSG00000147454
MAL2,MAL2,140649,True,0.2820573597487493,1.0045331430912123,1.5634369,5,False,ENSG00000147676
NFIB,NFIB,145216,True,0.24219657391772648,0.9956660712651083,1.9210858,5,False,ENSG00000147862
PLIN2,PLIN2,195684,True,0.5798139254337953,1.1014887350421048,2.6756806,6,False,ENSG00000147872
NTRK2,NTRK2,12030,True,0.01706684258373447,1.1551931386154928,2.1806936,6,False,ENSG00000148053
GSN,GSN,310466,True,0.8251539336082147,0.9967795977954087,1.8083452,5,False,ENSG00000148180
LCN2,LCN2,157654,True,0.7959764178348513,1.8709816833460502,13.062022,12,False,ENSG00000148346
ZEB1,ZEB1,22833,True,0.031459242377859506,1.2779763757874147,3.1582365,9,False,ENSG00000148516
ADIRF,ADIRF,245670,True,0.7135081084774143,1.2825250367986478,4.1549115,10,False,ENSG00000148671
ANKRD1,ANKRD1,3980,True,0.007218811159992272,1.2398732961571697,5.1868277,8,False,ENSG00000148677
MKI67,MKI67,11721,True,0.024653927513011188,1.3386313721733047,5.966025,10,False,ENSG00000148773
ADAM12,ADAM12,10011,True,0.010992186666674533,1.1009142396535372,2.0388045,5,False,ENSG00000148848
ADM,ADM,71557,True,0.16361775958565256,1.2107221904163605,5.0102196,9,False,ENSG00000148926
SCGB1A1,SCGB1A1,216409,True,0.7113519299272982,2.5046624115236975,19.297405,14,True,ENSG00000149021
SYT8,SYT8,54889,True,0.1417716952938244,1.1020552986067635,3.5490856,6,False,ENSG00000149043
SERPING1,SERPING1,173900,True,0.3712878388643776,1.1835748317028063,3.059645,10,False,ENSG00000149131
SERPINH1,SERPINH1,91094,True,0.14391651242831022,1.0665462991309427,2.2772443,8,False,ENSG00000149257
NCAM1,NCAM1,3976,True,0.0062003797366916875,1.3383008850160256,2.423659,7,False,ENSG00000149294
GGTLC1,GGTLC1,14647,True,0.01914159603684538,0.9218555386022537,1.6526784,5,False,ENSG00000149435
MS4A3,MS4A3,283,True,0.0009200861360362427,1.2454387996576715,1.5625186,5,False,ENSG00000149516
MS4A2,MS4A2,6739,True,0.023230561733159027,2.0435658021313294,10.688328,13,False,ENSG00000149534
ESAM,ESAM,58134,True,0.09516857344205003,1.237832205976692,3.2922556,6,False,ENSG00000149564
TAGLN,TAGLN,69210,True,0.13116603703330057,1.7941951612575007,13.505542,13,False,ENSG00000149591
CDC42EP2,CDC42EP2,50713,True,0.0719009703723731,1.0761895880427839,2.172258,7,False,ENSG00000149798
KLRF1,KLRF1,20647,True,0.05001557184060131,1.3691713429254744,4.3124847,9,False,ENSG00000150045
FCGR1A,FCGR1A,63461,True,0.10947218972889318,1.1407119001036328,2.2029636,7,False,ENSG00000150337
ARID5B,ARID5B,161039,True,0.3166659465962717,1.0474110052916927,2.487944,7,False,ENSG00000150347
CD226,CD226,11510,True,0.02236509078356074,1.3218732907371946,3.2373762,10,False,ENSG00000150637
RGS18,RGS18,13941,True,0.020942632291511165,1.2099223627330307,2.5456061,5,False,ENSG00000150681
PRSS23,PRSS23,201025,True,0.6870750453127134,1.2290104398340327,5.597788,8,False,ENSG00000150687
ENKUR,ENKUR,31432,True,0.04854012470301251,1.2994006197308927,7.117907,9,False,ENSG00000151023
CACNA2D4,CACNA2D4,12965,True,0.019941938551350763,1.1020576252347207,1.4665648,5,False,ENSG00000151062
ATP6V1G3,ATP6V1G3,584,True,0.0011262362179452732,1.39369755360925,5.972288,8,False,ENSG00000151418
AKR1C2,AKR1C2,116928,True,0.409085272422086,1.0538973326613155,3.438218,6,False,ENSG00000151632
ADAM8,ADAM8,30194,True,0.051136508567601255,1.1495918807061971,2.8229227,9,False,ENSG00000151651
FLI1,FLI1,54779,True,0.07267113904963358,1.1950627253905342,2.8907545,7,False,ENSG00000151702
PARP8,PARP8,71923,True,0.09696130103078864,1.0690420019337348,1.894436,7,False,ENSG00000151883
DST,DST,158534,True,0.3215530477654486,1.1322973086663077,3.7838652,9,False,ENSG00000151914
BAG3,BAG3,125529,True,0.21385289973738691,0.9766036900543288,1.3928955,6,False,ENSG00000151929
HSPB8,HSPB8,37830,True,0.05490067230832206,1.0553695742564946,2.9684465,6,False,ENSG00000152137
PDE3B,PDE3B,31987,True,0.04228307004694393,1.1667794755842749,2.1791914,6,False,ENSG00000152270
CAMK4,CAMK4,9889,True,0.017532146946818254,1.4020983764351165,3.9280117,9,False,ENSG00000152495
ZFP36L2,ZFP36L2,311286,True,0.7967958701118959,1.0170361853085332,2.1641068,5,False,ENSG00000152518
SPEF2,SPEF2,39517,True,0.05910907261445697,1.224704003433153,6.564112,7,False,ENSG00000152582
SPARCL1,SPARCL1,127442,True,0.31561140355219963,1.8960985696984698,13.807349,14,True,ENSG00000152583
CAPSL,CAPSL,42620,True,0.09430929183167756,1.6707198992955017,14.590166,14,True,ENSG00000152611
GJA1,GJA1,35289,True,0.05526828064475127,1.1206796009597737,2.6770408,7,False,ENSG00000152661
CCNO,CCNO,48054,True,0.07096872756399765,1.1016007794704925,3.4345665,7,False,ENSG00000152669
TCTEX1D1,TCTEX1D1,24997,True,0.03319464905426651,1.1554705218063448,3.7396257,7,False,ENSG00000152760
WDR78,WDR78,32225,True,0.046519757734218306,1.1655688543537952,5.0031595,5,False,ENSG00000152763
JAKMIP1,JAKMIP1,4414,True,0.009183272934605028,1.3692529342111273,2.6515229,7,False,ENSG00000152969
NR4A2,NR4A2,165750,True,0.3645124557775413,1.112222027777757,3.1518111,11,False,ENSG00000153234
CD96,CD96,21283,True,0.05074688402100364,1.4490306570952047,5.732001,11,False,ENSG00000153283
FAM81B,FAM81B,32623,True,0.05570868942997909,1.3251895853540119,7.639939,9,False,ENSG00000153347
LPCAT1,LPCAT1,99558,True,0.2021681284867112,1.166424924778545,2.8554006,7,False,ENSG00000153395
C16orf89,C16orf89,77567,True,0.1421489633291216,1.2851322030605867,4.8818927,10,False,ENSG00000153446
CD8A,CD8A,21174,True,0.05492986390358712,1.6970602963920685,10.154398,13,False,ENSG00000153563
CNKSR3,CNKSR3,49469,True,0.07077492484126467,1.0863499079507286,2.267671,8,False,ENSG00000153721
FAM92B,FAM92B,38154,True,0.07193852150889712,1.4726767397576197,11.700455,12,False,ENSG00000153789
CHST9,CHST9,116060,True,0.23285849743409412,1.1148161559835807,3.0602298,6,False,ENSG00000154080
THY1,THY1,10820,True,0.02180512667788639,1.4083392387003804,4.3223767,9,False,ENSG00000154096
DNAAF1,DNAAF1,47527,True,0.10388390416314394,1.6563969681593989,16.781607,14,True,ENSG00000154099
